Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
27,Male,"20,000–35,000",Working Professional,Bur Dubai,Monthly,218,"Moisturizers, Serums, Cleansers","Packaging, Friends & Family, Dermatologist Recommendations","Dryness, Uneven Tone",Rarely,None,TikTok,Short Reels,Afternoon,Yes,407,Likely,"Price Too High, Not Suitable for My Skin",11–20,Maybe,No,YouTube,4,Matthew Beauty
35,Prefer not to say,"10,000–20,000",Working Professional,Dubai Marina,Monthly,145,"Moisturizers, Sunscreens, Face Masks, Cleansers","Dermatologist Recommendations, Product Reviews","Dryness, Uneven Tone",Sometimes,Macro,Instagram,Static Image Post,Evening,No,231,Likely,"Lack of Trust, Too Many Promotions, No Visible Results",6–10,Yes,Yes,TikTok,3,Sean Beauty
42,Female,"20,000–35,000",Homemaker,Downtown,Monthly,86,"Face Masks, Serums, Moisturizers","Price, Product Reviews, Packaging","Dark Spots, Uneven Tone",Rarely,Mega,Instagram,Story,Evening,Yes,223,Very Likely,Lack of Trust,None,Yes,No,YouTube,5,Timothy Beauty
30,Male,"20,000–35,000",Working Professional,Deira,Weekly,147,"Anti-aging Products, Cleansers, Face Masks, Sunscreens","Friends & Family, Price, Brand","Wrinkles, Dryness, Dark Spots, Uneven Tone",Sometimes,None,TikTok,Story,Afternoon,No,201,Unlikely,Too Many Promotions,None,No,Depends on brand & value,TikTok,4,Franklin Beauty
43,Male,"5,000–10,000",Student,Bur Dubai,Rarely,124,"Sunscreens, Cleansers, Serums","Social Media Influencers, Packaging",Dryness,Sometimes,Macro,YouTube,Short Reels,Evening,No,305,Neutral,No Visible Results,1–5,No,Yes,YouTube,3,Hannah Beauty
18,Female,"Below 5,000",Student,Other,Monthly,105,"Moisturizers, Sunscreens, Cleansers","Friends & Family, Product Reviews","Dryness, Uneven Tone, Acne",Sometimes,Macro,TikTok,Full-Length Video,Evening,Yes,236,Neutral,"Not Suitable for My Skin, Too Many Promotions, Price Too High",11–20,Yes,No,YouTube,4,Kimberly Beauty
18,Female,"10,000–20,000",Business Owner,Dubai Marina,Monthly,64,"Sunscreens, Face Masks, Anti-aging Products, Moisturizers","Price, Packaging","Dryness, Uneven Tone",Never,Micro,YouTube,Full-Length Video,Evening,Yes,201,Likely,"Lack of Trust, Not Suitable for My Skin",1–5,No,Depends on brand & value,Instagram,3,Steven Beauty
29,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,267,"Face Masks, Sunscreens, Moisturizers, Serums","Dermatologist Recommendations, Friends & Family, Packaging","Dark Spots, Oily Skin",Sometimes,Mega,TikTok,Story,Evening,No,349,Very Unlikely,"Too Many Promotions, Not Suitable for My Skin, Price Too High",11–20,Maybe,Depends on brand & value,Instagram,5,Nicole Beauty
33,Female,"5,000–10,000",Working Professional,Dubai Marina,Weekly,109,"Sunscreens, Face Masks, Serums","Price, Friends & Family, Brand","Acne, Dark Spots, Oily Skin",Rarely,None,TikTok,Short Reels,Evening,No,356,Very Unlikely,"Too Many Promotions, Price Too High, Lack of Trust",11–20,Yes,Yes,Instagram,3,Rodney Beauty
29,Prefer not to say,"20,000–35,000",Working Professional,Deira,Quarterly,71,"Face Masks, Moisturizers, Cleansers, Sunscreens","Social Media Influencers, Price",Dark Spots,Often,Micro,TikTok,Short Reels,Morning,Yes,204,Neutral,"Price Too High, Too Many Promotions, Not Suitable for My Skin",11–20,Maybe,No,YouTube,4,Heather Beauty
18,Female,"10,000–20,000",Student,Other,Quarterly,95,"Face Masks, Moisturizers, Serums, Cleansers","Social Media Influencers, Brand, Price","Dryness, Uneven Tone, Oily Skin, Acne",Rarely,Macro,YouTube,Story,Evening,No,110,Very Likely,"No Visible Results, Not Suitable for My Skin, Too Many Promotions",11–20,No,Depends on brand & value,TikTok,2,David Beauty
29,Prefer not to say,"10,000–20,000",Working Professional,Downtown,Monthly,103,"Anti-aging Products, Serums, Sunscreens, Face Masks","Brand, Friends & Family","Dryness, Acne, Oily Skin, Dark Spots",Often,Mega,Instagram,Story,Late Night,Yes,325,Very Likely,Not Suitable for My Skin,6–10,Maybe,Yes,Instagram,4,William Beauty
19,Female,"10,000–20,000",Business Owner,Downtown,Weekly,225,"Face Masks, Serums, Cleansers, Sunscreens","Product Reviews, Social Media Influencers",Uneven Tone,Often,Macro,TikTok,Short Reels,Late Night,Yes,198,Likely,"No Visible Results, Too Many Promotions, Lack of Trust",6–10,Yes,Yes,Instagram,5,Jasmine Beauty
35,Female,"20,000–35,000",Business Owner,Other,Monthly,182,"Sunscreens, Serums","Packaging, Social Media Influencers","Acne, Uneven Tone, Wrinkles",Always,None,TikTok,Story,Afternoon,Yes,309,Likely,"No Visible Results, Not Suitable for My Skin, Price Too High",1–5,Yes,No,YouTube,5,Jason Beauty
32,Female,"Below 5,000",Working Professional,Jumeirah,Monthly,196,"Moisturizers, Anti-aging Products","Product Reviews, Dermatologist Recommendations, Price","Dark Spots, Uneven Tone",Rarely,Mega,Instagram,Story,Evening,No,102,Very Likely,Not Suitable for My Skin,1–5,Yes,Depends on brand & value,YouTube,3,Jason Beauty
22,Female,"20,000–35,000",Student,Bur Dubai,Weekly,51,"Anti-aging Products, Sunscreens, Serums, Moisturizers","Price, Packaging","Dryness, Wrinkles, Acne",Often,Macro,Instagram,Static Image Post,Morning,No,316,Very Likely,"Price Too High, No Visible Results, Too Many Promotions",1–5,No,No,YouTube,3,Garrett Beauty
25,Female,"10,000–20,000",Student,Jumeirah,Monthly,103,"Cleansers, Moisturizers, Serums","Friends & Family, Social Media Influencers",Dark Spots,Always,Micro,Instagram,Short Reels,Late Night,Yes,159,Neutral,"Not Suitable for My Skin, Price Too High",More than 20,No,Yes,TikTok,5,Adam Beauty
21,Female,"5,000–10,000",Business Owner,Dubai Marina,Weekly,115,"Sunscreens, Moisturizers, Anti-aging Products","Packaging, Brand, Product Reviews","Dryness, Uneven Tone, Wrinkles",Often,Mega,YouTube,Static Image Post,Afternoon,No,304,Neutral,Price Too High,6–10,Yes,Yes,TikTok,5,Kaitlyn Beauty
29,Female,"Below 5,000",Homemaker,Bur Dubai,Quarterly,51,"Face Masks, Moisturizers, Serums, Cleansers","Friends & Family, Dermatologist Recommendations, Price","Acne, Dark Spots, Oily Skin, Uneven Tone",Sometimes,Mega,Instagram,Story,Evening,Yes,251,Very Unlikely,"Price Too High, Not Suitable for My Skin, No Visible Results",1–5,No,Yes,YouTube,2,Jacqueline Beauty
37,Female,"5,000–10,000",Working Professional,Dubai Marina,Weekly,80,"Moisturizers, Anti-aging Products","Product Reviews, Dermatologist Recommendations","Oily Skin, Wrinkles, Dark Spots",Sometimes,Macro,YouTube,Static Image Post,Morning,Yes,178,Neutral,Price Too High,11–20,No,Yes,TikTok,4,Elizabeth Beauty
22,Female,"Below 5,000",Homemaker,Other,Weekly,192,"Moisturizers, Sunscreens","Price, Social Media Influencers","Dark Spots, Oily Skin, Wrinkles, Acne",Often,Micro,YouTube,Static Image Post,Late Night,No,219,Very Likely,Price Too High,6–10,Maybe,Depends on brand & value,TikTok,3,Amanda Beauty
34,Male,"35,000 and above",Student,Dubai Marina,Quarterly,64,"Serums, Face Masks, Anti-aging Products","Brand, Price",Acne,Often,None,YouTube,Story,Evening,No,301,Very Likely,"No Visible Results, Lack of Trust, Not Suitable for My Skin",6–10,Maybe,No,Instagram,5,Michael Beauty
25,Male,"10,000–20,000",Business Owner,Deira,Monthly,126,"Anti-aging Products, Cleansers, Moisturizers","Packaging, Dermatologist Recommendations","Dryness, Wrinkles, Uneven Tone, Acne",Often,Micro,YouTube,Static Image Post,Evening,No,257,Likely,Not Suitable for My Skin,6–10,Yes,Depends on brand & value,TikTok,2,Alexandra Beauty
23,Female,"35,000 and above",Working Professional,Bur Dubai,Monthly,74,"Sunscreens, Moisturizers","Social Media Influencers, Brand","Dark Spots, Oily Skin, Acne, Wrinkles",Always,Celebrity,Facebook,Story,Late Night,Yes,293,Very Likely,"Not Suitable for My Skin, No Visible Results, Lack of Trust",None,No,No,TikTok,3,Austin Beauty
29,Female,"10,000–20,000",Unemployed,Jumeirah,Monthly,51,"Sunscreens, Anti-aging Products","Packaging, Friends & Family","Wrinkles, Dark Spots, Uneven Tone, Oily Skin",Always,Mega,TikTok,Short Reels,Afternoon,No,398,Very Unlikely,"Lack of Trust, No Visible Results",11–20,No,Yes,TikTok,5,Mariah Beauty
21,Female,"5,000–10,000",Student,Bur Dubai,Weekly,77,"Face Masks, Moisturizers, Cleansers, Sunscreens","Packaging, Friends & Family","Acne, Wrinkles, Dark Spots, Oily Skin",Often,Celebrity,YouTube,Short Reels,Afternoon,Yes,132,Neutral,"Lack of Trust, Price Too High, Not Suitable for My Skin",1–5,Yes,No,YouTube,2,Meghan Beauty
25,Female,"20,000–35,000",Homemaker,Dubai Marina,Weekly,422,"Cleansers, Anti-aging Products, Face Masks","Social Media Influencers, Price",Wrinkles,Often,None,YouTube,Short Reels,Afternoon,No,371,Likely,"Too Many Promotions, Price Too High",More than 20,Maybe,No,YouTube,4,Eric Beauty
20,Male,"5,000–10,000",Business Owner,Downtown,Weekly,211,"Face Masks, Sunscreens, Cleansers","Price, Friends & Family, Packaging",Acne,Sometimes,Celebrity,Instagram,Full-Length Video,Morning,Yes,257,Very Unlikely,Price Too High,6–10,Yes,No,TikTok,4,Bobby Beauty
45,Male,"10,000–20,000",Working Professional,Downtown,Monthly,370,"Sunscreens, Cleansers, Serums","Friends & Family, Brand, Price","Oily Skin, Wrinkles",Often,Celebrity,Instagram,Short Reels,Morning,Yes,182,Neutral,"No Visible Results, Not Suitable for My Skin, Price Too High",6–10,Maybe,No,TikTok,3,Derek Beauty
30,Male,"20,000–35,000",Unemployed,Dubai Marina,Rarely,116,"Moisturizers, Anti-aging Products, Cleansers, Sunscreens","Product Reviews, Dermatologist Recommendations, Price","Uneven Tone, Acne, Oily Skin, Dark Spots",Often,None,YouTube,Short Reels,Afternoon,No,150,Likely,"Price Too High, No Visible Results",11–20,Yes,No,YouTube,3,Samuel Beauty
24,Male,"20,000–35,000",Working Professional,Bur Dubai,Rarely,61,"Face Masks, Cleansers, Sunscreens, Moisturizers","Packaging, Dermatologist Recommendations, Brand","Uneven Tone, Wrinkles, Acne, Dryness",Sometimes,Celebrity,YouTube,Static Image Post,Afternoon,No,235,Neutral,"Too Many Promotions, No Visible Results",6–10,No,No,YouTube,4,Natalie Beauty
31,Male,"5,000–10,000",Working Professional,Jumeirah,Monthly,129,"Moisturizers, Face Masks","Brand, Price","Dark Spots, Acne, Dryness, Oily Skin",Never,Micro,Instagram,Full-Length Video,Morning,No,319,Neutral,"No Visible Results, Too Many Promotions, Lack of Trust",6–10,No,Depends on brand & value,Instagram,3,Felicia Beauty
29,Female,"5,000–10,000",Homemaker,Other,Weekly,110,"Sunscreens, Anti-aging Products","Packaging, Social Media Influencers, Price","Acne, Oily Skin",Often,Micro,YouTube,Static Image Post,Evening,Yes,240,Likely,"No Visible Results, Price Too High, Lack of Trust",1–5,Yes,No,TikTok,4,Jacob Beauty
28,Male,"10,000–20,000",Working Professional,Dubai Marina,Monthly,236,"Anti-aging Products, Serums, Moisturizers, Face Masks","Social Media Influencers, Brand, Product Reviews",Oily Skin,Often,Mega,YouTube,Short Reels,Evening,No,363,Very Likely,Too Many Promotions,11–20,No,Yes,Instagram,5,Jennifer Beauty
34,Male,"20,000–35,000",Unemployed,Other,Quarterly,60,"Moisturizers, Cleansers","Friends & Family, Product Reviews","Acne, Uneven Tone, Oily Skin, Dryness",Sometimes,Mega,TikTok,Static Image Post,Afternoon,Yes,141,Likely,"No Visible Results, Too Many Promotions, Lack of Trust",6–10,Maybe,Depends on brand & value,TikTok,5,Reginald Beauty
36,Female,"20,000–35,000",Business Owner,Dubai Marina,Quarterly,116,"Moisturizers, Sunscreens","Social Media Influencers, Product Reviews","Oily Skin, Dryness, Dark Spots",Rarely,Macro,Instagram,Story,Morning,Yes,249,Neutral,"No Visible Results, Not Suitable for My Skin",1–5,No,No,TikTok,3,Kristi Beauty
25,Female,"20,000–35,000",Working Professional,Deira,Weekly,66,"Serums, Sunscreens, Cleansers","Product Reviews, Price, Brand","Acne, Oily Skin, Uneven Tone, Wrinkles",Sometimes,Macro,Facebook,Short Reels,Morning,Yes,156,Likely,Too Many Promotions,More than 20,Yes,Yes,YouTube,2,Kenneth Beauty
25,Male,"10,000–20,000",Homemaker,Dubai Marina,Monthly,89,"Face Masks, Sunscreens, Cleansers","Social Media Influencers, Price","Dryness, Dark Spots, Oily Skin",Often,Celebrity,Snapchat,Static Image Post,Evening,No,277,Neutral,"Lack of Trust, Too Many Promotions, Not Suitable for My Skin",11–20,Maybe,Depends on brand & value,TikTok,3,Katherine Beauty
27,Male,"35,000 and above",Working Professional,Downtown,Rarely,183,"Face Masks, Serums, Anti-aging Products","Social Media Influencers, Packaging","Oily Skin, Dryness, Uneven Tone, Acne",Often,Micro,Instagram,Short Reels,Late Night,No,316,Likely,Price Too High,11–20,Maybe,Depends on brand & value,YouTube,3,Christopher Beauty
18,Female,"10,000–20,000",Working Professional,Downtown,Quarterly,114,"Moisturizers, Sunscreens, Anti-aging Products, Serums","Dermatologist Recommendations, Friends & Family, Price","Oily Skin, Wrinkles, Dryness",Sometimes,Macro,YouTube,Static Image Post,Afternoon,Yes,218,Very Likely,"Not Suitable for My Skin, No Visible Results, Price Too High",6–10,Yes,Depends on brand & value,TikTok,4,Richard Beauty
18,Male,"10,000–20,000",Business Owner,Jumeirah,Quarterly,97,"Anti-aging Products, Sunscreens, Face Masks","Product Reviews, Dermatologist Recommendations, Price","Oily Skin, Acne, Wrinkles",Sometimes,Macro,Snapchat,Static Image Post,Afternoon,No,54,Unlikely,"Too Many Promotions, Not Suitable for My Skin",None,Maybe,No,Instagram,4,Katherine Beauty
40,Male,"35,000 and above",Working Professional,Bur Dubai,Quarterly,100,"Anti-aging Products, Face Masks","Packaging, Price","Oily Skin, Wrinkles, Uneven Tone, Dark Spots",Rarely,Mega,YouTube,Static Image Post,Afternoon,No,264,Neutral,"Lack of Trust, Not Suitable for My Skin",More than 20,Yes,Yes,YouTube,2,Susan Beauty
43,Male,"10,000–20,000",Student,Jumeirah,Monthly,111,"Anti-aging Products, Cleansers","Friends & Family, Social Media Influencers, Price","Uneven Tone, Dryness",Often,Macro,YouTube,Static Image Post,Afternoon,No,282,Unlikely,"Too Many Promotions, No Visible Results, Not Suitable for My Skin",More than 20,Yes,Depends on brand & value,YouTube,1,Alyssa Beauty
28,Non-binary,"20,000–35,000",Student,Bur Dubai,Weekly,203,"Anti-aging Products, Moisturizers, Sunscreens, Serums","Packaging, Dermatologist Recommendations","Dark Spots, Uneven Tone, Oily Skin",Sometimes,Macro,Instagram,Static Image Post,Late Night,No,280,Very Likely,"No Visible Results, Too Many Promotions",1–5,No,Yes,YouTube,3,Tommy Beauty
34,Female,"20,000–35,000",Working Professional,Bur Dubai,Monthly,272,"Sunscreens, Anti-aging Products, Cleansers","Packaging, Social Media Influencers, Friends & Family","Uneven Tone, Oily Skin, Dryness",Sometimes,Mega,TikTok,Static Image Post,Late Night,Yes,342,Neutral,No Visible Results,11–20,Yes,No,Instagram,4,Bethany Beauty
32,Female,"Below 5,000",Working Professional,Other,Monthly,360,"Moisturizers, Serums, Face Masks, Cleansers","Friends & Family, Price, Dermatologist Recommendations","Oily Skin, Acne",Always,Macro,TikTok,Short Reels,Morning,No,169,Likely,Lack of Trust,None,Maybe,No,TikTok,3,Nancy Beauty
54,Female,"10,000–20,000",Student,Bur Dubai,Weekly,204,"Sunscreens, Anti-aging Products, Cleansers","Price, Product Reviews",Dryness,Never,Macro,YouTube,Full-Length Video,Afternoon,Yes,301,Unlikely,"Too Many Promotions, Price Too High, Lack of Trust",11–20,Yes,Depends on brand & value,TikTok,4,Leslie Beauty
38,Female,"20,000–35,000",Working Professional,Downtown,Quarterly,87,"Sunscreens, Moisturizers","Product Reviews, Dermatologist Recommendations","Wrinkles, Dark Spots, Oily Skin",Sometimes,Macro,Instagram,Static Image Post,Evening,Yes,339,Likely,"Lack of Trust, No Visible Results",1–5,No,No,Instagram,3,Chelsea Beauty
28,Male,"10,000–20,000",Working Professional,Deira,Monthly,166,"Serums, Sunscreens","Friends & Family, Brand, Social Media Influencers","Uneven Tone, Wrinkles",Often,Micro,TikTok,Static Image Post,Morning,Yes,116,Unlikely,"Lack of Trust, Price Too High, Too Many Promotions",6–10,No,No,TikTok,5,Julie Beauty
22,Male,"5,000–10,000",Working Professional,Jumeirah,Monthly,107,"Serums, Cleansers, Sunscreens, Face Masks","Packaging, Dermatologist Recommendations, Brand",Dryness,Never,Celebrity,YouTube,Static Image Post,Evening,Yes,273,Neutral,Too Many Promotions,11–20,Yes,Depends on brand & value,TikTok,5,Craig Beauty
18,Male,"Below 5,000",Working Professional,Dubai Marina,Monthly,79,"Serums, Anti-aging Products, Sunscreens","Dermatologist Recommendations, Brand, Price",Acne,Sometimes,Micro,YouTube,Short Reels,Morning,Yes,212,Very Likely,"Price Too High, Lack of Trust",None,No,Depends on brand & value,YouTube,3,Bryan Beauty
31,Female,"10,000–20,000",Business Owner,Bur Dubai,Monthly,233,"Serums, Cleansers, Moisturizers, Sunscreens","Brand, Social Media Influencers","Oily Skin, Dryness, Dark Spots, Uneven Tone",Often,Macro,Instagram,Static Image Post,Morning,No,243,Neutral,Too Many Promotions,6–10,Yes,Depends on brand & value,YouTube,3,Harold Beauty
23,Female,"5,000–10,000",Working Professional,Downtown,Weekly,53,"Face Masks, Cleansers, Sunscreens","Friends & Family, Product Reviews, Brand","Uneven Tone, Dryness, Dark Spots",Always,Macro,YouTube,Static Image Post,Afternoon,Yes,276,Very Likely,"Not Suitable for My Skin, No Visible Results",1–5,No,Yes,YouTube,4,Janet Beauty
18,Prefer not to say,"10,000–20,000",Working Professional,Downtown,Weekly,282,"Face Masks, Anti-aging Products, Sunscreens","Dermatologist Recommendations, Social Media Influencers, Price",Dark Spots,Sometimes,Mega,Instagram,Short Reels,Evening,Yes,213,Neutral,"Too Many Promotions, No Visible Results, Price Too High",None,No,Yes,YouTube,3,Nichole Beauty
24,Male,"10,000–20,000",Homemaker,Bur Dubai,Monthly,111,"Anti-aging Products, Cleansers, Face Masks","Price, Packaging","Wrinkles, Dark Spots, Acne",Never,Mega,YouTube,Short Reels,Morning,No,199,Very Likely,"Too Many Promotions, No Visible Results",6–10,Maybe,No,Instagram,4,Brandon Beauty
21,Female,"10,000–20,000",Unemployed,Downtown,Quarterly,151,"Anti-aging Products, Moisturizers, Serums, Sunscreens","Price, Dermatologist Recommendations","Dryness, Uneven Tone, Acne",Always,Micro,TikTok,Short Reels,Afternoon,Yes,252,Neutral,"Not Suitable for My Skin, No Visible Results",11–20,Yes,Depends on brand & value,YouTube,5,Thomas Beauty
43,Female,"10,000–20,000",Working Professional,Jumeirah,Monthly,157,"Cleansers, Serums","Social Media Influencers, Dermatologist Recommendations","Wrinkles, Dryness",Rarely,Micro,Instagram,Static Image Post,Morning,No,168,Likely,"Not Suitable for My Skin, Lack of Trust",None,No,Yes,TikTok,4,Christina Beauty
37,Female,"Below 5,000",Student,Bur Dubai,Quarterly,275,"Anti-aging Products, Sunscreens","Social Media Influencers, Brand","Acne, Uneven Tone, Dryness",Sometimes,Macro,TikTok,Story,Morning,No,168,Very Likely,Not Suitable for My Skin,1–5,Yes,No,YouTube,5,Kimberly Beauty
29,Male,"20,000–35,000",Unemployed,Other,Rarely,151,"Face Masks, Cleansers, Anti-aging Products","Friends & Family, Social Media Influencers, Packaging","Dryness, Dark Spots",Sometimes,Macro,Instagram,Story,Morning,Yes,300,Very Likely,"Too Many Promotions, Not Suitable for My Skin",1–5,Yes,Depends on brand & value,YouTube,3,William Beauty
41,Male,"10,000–20,000",Business Owner,Dubai Marina,Monthly,145,"Moisturizers, Face Masks","Packaging, Dermatologist Recommendations","Dark Spots, Dryness, Wrinkles, Acne",Rarely,None,Facebook,Short Reels,Afternoon,No,163,Likely,Lack of Trust,1–5,Yes,Depends on brand & value,YouTube,3,Miranda Beauty
30,Male,"35,000 and above",Unemployed,Bur Dubai,Weekly,56,"Anti-aging Products, Moisturizers, Serums, Face Masks","Product Reviews, Friends & Family","Dryness, Acne, Uneven Tone",Sometimes,Mega,TikTok,Full-Length Video,Afternoon,Yes,299,Likely,Too Many Promotions,6–10,No,No,Instagram,4,Mandy Beauty
23,Male,"5,000–10,000",Unemployed,Dubai Marina,Weekly,123,"Serums, Moisturizers, Sunscreens","Product Reviews, Social Media Influencers, Brand","Uneven Tone, Wrinkles, Dryness, Dark Spots",Rarely,Macro,Snapchat,Short Reels,Evening,Yes,284,Unlikely,"Too Many Promotions, Not Suitable for My Skin, No Visible Results",11–20,No,Depends on brand & value,YouTube,3,Chad Beauty
42,Male,"35,000 and above",Homemaker,Jumeirah,Monthly,66,"Anti-aging Products, Face Masks","Product Reviews, Brand","Wrinkles, Dark Spots",Rarely,Micro,Instagram,Story,Morning,No,120,Likely,"No Visible Results, Price Too High",6–10,Yes,Depends on brand & value,TikTok,4,Randall Beauty
34,Female,"35,000 and above",Student,Other,Monthly,183,"Sunscreens, Moisturizers, Cleansers","Brand, Price","Dark Spots, Wrinkles, Uneven Tone, Oily Skin",Often,Macro,Instagram,Static Image Post,Late Night,No,199,Very Likely,"Lack of Trust, Not Suitable for My Skin",6–10,Maybe,No,YouTube,3,Suzanne Beauty
21,Male,"Below 5,000",Homemaker,Other,Monthly,121,"Sunscreens, Moisturizers, Serums","Social Media Influencers, Friends & Family","Dark Spots, Oily Skin, Wrinkles",Often,Macro,Instagram,Story,Evening,No,339,Likely,Too Many Promotions,11–20,No,Yes,YouTube,2,Cynthia Beauty
28,Male,"10,000–20,000",Working Professional,Dubai Marina,Weekly,164,"Face Masks, Moisturizers, Cleansers","Price, Social Media Influencers","Oily Skin, Dark Spots, Dryness, Uneven Tone",Rarely,Micro,YouTube,Static Image Post,Afternoon,No,176,Likely,"Not Suitable for My Skin, No Visible Results",None,Yes,No,Instagram,5,Scott Beauty
22,Female,"10,000–20,000",Business Owner,Deira,Monthly,54,"Face Masks, Anti-aging Products","Dermatologist Recommendations, Friends & Family, Social Media Influencers","Acne, Dryness, Oily Skin",Rarely,Mega,Facebook,Story,Late Night,Yes,215,Very Likely,"Lack of Trust, Price Too High",11–20,Maybe,No,TikTok,3,Kim Beauty
18,Male,"20,000–35,000",Homemaker,Downtown,Monthly,58,"Moisturizers, Cleansers, Serums, Face Masks","Dermatologist Recommendations, Brand, Friends & Family","Wrinkles, Dark Spots",Rarely,Macro,TikTok,Story,Afternoon,Yes,284,Likely,Not Suitable for My Skin,1–5,Maybe,Yes,YouTube,5,Phillip Beauty
37,Female,"10,000–20,000",Business Owner,Other,Weekly,175,"Anti-aging Products, Moisturizers, Cleansers","Friends & Family, Packaging, Product Reviews","Acne, Wrinkles",Sometimes,Macro,Instagram,Full-Length Video,Afternoon,No,308,Neutral,"Not Suitable for My Skin, Lack of Trust",6–10,Yes,Depends on brand & value,YouTube,5,Arthur Beauty
45,Male,"35,000 and above",Working Professional,Dubai Marina,Weekly,57,"Face Masks, Serums, Sunscreens","Product Reviews, Dermatologist Recommendations, Friends & Family","Wrinkles, Oily Skin, Acne, Dark Spots",Sometimes,Mega,YouTube,Static Image Post,Evening,Yes,231,Likely,"No Visible Results, Too Many Promotions, Price Too High",6–10,No,No,TikTok,5,Ivan Beauty
18,Male,"5,000–10,000",Working Professional,Downtown,Quarterly,57,"Cleansers, Sunscreens","Product Reviews, Price","Dark Spots, Oily Skin",Often,Micro,TikTok,Static Image Post,Evening,Yes,205,Very Likely,Price Too High,6–10,Maybe,No,TikTok,4,Eric Beauty
34,Female,"10,000–20,000",Working Professional,Bur Dubai,Quarterly,51,"Face Masks, Cleansers","Product Reviews, Dermatologist Recommendations","Uneven Tone, Oily Skin",Always,Micro,TikTok,Story,Afternoon,No,356,Likely,Price Too High,11–20,Maybe,No,YouTube,4,Brian Beauty
24,Male,"20,000–35,000",Working Professional,Deira,Monthly,363,"Anti-aging Products, Face Masks","Packaging, Dermatologist Recommendations, Product Reviews",Uneven Tone,Often,None,TikTok,Full-Length Video,Late Night,Yes,380,Neutral,"Too Many Promotions, No Visible Results, Lack of Trust",None,Maybe,Depends on brand & value,Instagram,5,Kimberly Beauty
26,Female,"Below 5,000",Working Professional,Downtown,Quarterly,183,"Serums, Anti-aging Products, Cleansers","Price, Packaging","Uneven Tone, Wrinkles, Dark Spots, Acne",Often,Macro,YouTube,Full-Length Video,Afternoon,No,323,Neutral,"Price Too High, Not Suitable for My Skin, No Visible Results",1–5,Yes,Depends on brand & value,TikTok,3,Kimberly Beauty
25,Male,"Below 5,000",Working Professional,Deira,Monthly,93,"Anti-aging Products, Moisturizers","Price, Product Reviews","Acne, Wrinkles",Rarely,Micro,TikTok,Story,Evening,No,256,Very Likely,Lack of Trust,None,Yes,Yes,Instagram,4,Stephanie Beauty
23,Female,"20,000–35,000",Working Professional,Jumeirah,Monthly,85,"Sunscreens, Anti-aging Products","Friends & Family, Product Reviews, Price","Wrinkles, Acne, Oily Skin, Dryness",Often,Micro,Instagram,Static Image Post,Morning,No,189,Likely,"Lack of Trust, Price Too High",1–5,Maybe,No,Instagram,4,Susan Beauty
30,Male,"10,000–20,000",Homemaker,Deira,Monthly,93,"Serums, Anti-aging Products, Moisturizers, Face Masks","Price, Social Media Influencers","Acne, Oily Skin",Always,Celebrity,TikTok,Story,Evening,No,187,Very Unlikely,"Price Too High, Lack of Trust",1–5,Yes,No,TikTok,4,Judith Beauty
23,Male,"10,000–20,000",Student,Other,Monthly,199,"Face Masks, Moisturizers","Dermatologist Recommendations, Social Media Influencers",Dark Spots,Always,Macro,Facebook,Story,Afternoon,Yes,289,Unlikely,"Not Suitable for My Skin, No Visible Results, Lack of Trust",None,No,No,Instagram,4,Sharon Beauty
32,Male,"10,000–20,000",Working Professional,Deira,Monthly,158,"Anti-aging Products, Moisturizers, Serums","Price, Packaging, Friends & Family","Wrinkles, Oily Skin, Acne",Always,Macro,YouTube,Static Image Post,Morning,Yes,281,Very Unlikely,No Visible Results,6–10,No,Yes,YouTube,3,Amanda Beauty
29,Male,"10,000–20,000",Working Professional,Dubai Marina,Monthly,70,"Serums, Moisturizers","Dermatologist Recommendations, Packaging","Uneven Tone, Dryness, Dark Spots, Acne",Rarely,Celebrity,Snapchat,Short Reels,Late Night,Yes,355,Very Likely,"Too Many Promotions, Lack of Trust, No Visible Results",11–20,No,Yes,TikTok,4,Raymond Beauty
28,Female,"10,000–20,000",Unemployed,Deira,Monthly,69,"Sunscreens, Anti-aging Products","Dermatologist Recommendations, Social Media Influencers","Oily Skin, Wrinkles, Dark Spots, Dryness",Sometimes,Micro,Instagram,Short Reels,Late Night,No,298,Neutral,Not Suitable for My Skin,1–5,Maybe,Depends on brand & value,TikTok,5,Bonnie Beauty
22,Male,"35,000 and above",Working Professional,Bur Dubai,Monthly,60,"Face Masks, Serums","Product Reviews, Packaging","Wrinkles, Dark Spots",Rarely,Micro,Instagram,Full-Length Video,Evening,No,137,Unlikely,"Lack of Trust, Price Too High, No Visible Results",6–10,Maybe,Depends on brand & value,Instagram,3,Stephen Beauty
